Filters:



"Parcel ID","Address"
="012300153030004000","6600 DIVISION AVE       , Birmingham, AL, 35206"
="012300153031006000","6611 DIVISION AVE       , Birmingham, AL, 35212"
="012300153032001000","6631 1ST AVE S       , Birmingham, AL, 35212"
="012300153035011000","204 65TH PL N       , Birmingham, AL, 35206"
="012300154005005000","601 72ND ST S       , Birmingham, AL, 35206"
="012300154006006000","7209 4TH AVE S       , Birmingham, AL, 35206"
="012300154007017000","7232 4TH AVE S       , Birmingham, AL, 35206"
="012300154012005000","7117 DIVISION AVE       , Birmingham, AL, 35206"
="012300154026005000","7009 1ST AVE S       , Birmingham, AL, 35206"
="012300154027013000","7008 1ST AVE S       , Birmingham, AL, 35206"
="012300164001009000","400 63RD ST N       , Birmingham, AL, 35212"
="012300164001011000","6304 4TH CT N       , Birmingham, AL, 35212"
="012300172006003000","4037 40TH TER N       , Birmingham, AL, 35217"
="012300172014009000","4223 40TH CT N       , Birmingham, AL, 35217"
="012300172019030000","4120 38TH AVE N       , Birmingham, AL, 35217"
="012300181007006000","3925 41ST AVE N       , Birmingham, AL, 35217"
="012300181008013000","3908 39TH CT N       , Birmingham, AL, 35217"
="012300181009008000","3815 40TH AVE N       , Birmingham, AL, 35217"
="012300184001005000","3401 40TH ST N       , Birmingham, AL, 35217"
="012300191022009000","1116 CAHABA ST       , Birmingham, AL, 35234"
="012300192002010000","1621 VANDERBILT RD       , Birmingham, AL, 35234"
="012300192003008000","1720 36TH ST N       , Birmingham, AL, 35234"
="012300192005002000","1705 36TH ST N       , Birmingham, AL, 35234"
="012300193012007000","1135 35TH ST N       , Birmingham, AL, 35234"
="012300193012010000","1103 35TH ST N       , Birmingham, AL, 35234"
="012300193013004000","3484 12TH AVE N       , Birmingham, AL, 35234"
="012300193019005000","1518 VANDERBILT PL       , Birmingham, AL, 35234"
="012300193019017000","1501 VANDERBILT RD       , Birmingham, AL, 35234"
="012300193020014000","1522 VANDERBILT RD       , Birmingham, AL, 35234"
="012300193020015000","1528 VANDERBILT RD       , Birmingham, AL, 35234"
="012300193021005000","1509 36TH ST N       , Birmingham, AL, 35234"
="012300193021011000","1504 36TH PL N       , Birmingham, AL, 35234"
="012300193023008000","3613 15TH AVE N       , Birmingham, AL, 35234"
="012300193025016000","42 NORWOOD CIR       , Birmingham, AL, 35234"
="012300193028001000","3428 13TH AVE N       , Birmingham, AL, 35234"
="012300193028002000","3401 13TH AVE N       , Birmingham, AL, 35234"
="012300194006009000","802 40TH ST N       , Birmingham, AL, 35222"
="012300194016010000","728 39TH ST N       , Birmingham, AL, 35222"
="012300194016011000","730 39TH ST N       , Birmingham, AL, 35222"
="012300194016012000","732 39TH ST N       , Birmingham, AL, 35222"
="012300194025013000","728 37TH PL N       , Birmingham, AL, 35222"
="012300201002003000","4825 14TH AVE N       , Birmingham, AL, 35212"
="012300201002011000","1304 50TH ST N       , Birmingham, AL, 35212"
="012300201002013000","1308 50TH ST N       , Birmingham, AL, 35212"
="012300201005013000","4608 13TH AVE N       , Birmingham, AL, 35212"
="012300201006002001","4624 13TH AVE N       , Birmingham, AL, 35212"
="012300201007005000","1311 46TH WAY N       , Birmingham, AL, 35212"
="012300201009002001","4804 12TH AVE N       , Birmingham, AL, 35212"
="012300201010002000","4753 13TH AVE N       , Birmingham, AL, 35212"
="012300201010003000","4749 13TH AVE N       , Birmingham, AL, 35212"
="012300201010008000","4729 13TH AVE N       , Birmingham, AL, 35212"
="012300201010027000","4744 12TH AVE N       , Birmingham, AL, 35212"
="012300201010028000","4748 12TH AVE N       , Birmingham, AL, 35212"
="012300201012010000","4517 13TH AVE N       , Birmingham, AL, 35212"
="012300201013007000","4513 12TH AVE N       , Birmingham, AL, 35212"
="012300201013010000","1125 45TH ST N       , Birmingham, AL, 35212"
="012300201014010000","4609 12TH AVE N       , Birmingham, AL, 35212"
="012300201014011000","4601 12TH AVE N       , Birmingham, AL, 35212"
="012300201014016000","4622 11TH AVE N       , Birmingham, AL, 35212"
="012300201014021000","4642 11TH AVE N       , Birmingham, AL, 35212"
="012300201014021001","4646 11TH AVE N       , Birmingham, AL, 35212"
="012300201014022000","1100 47TH ST N       , Birmingham, AL, 35212"
="012300201015002000","4749 12TH AVE N       , Birmingham, AL, 35212"
="012300201015026000","1008 48TH ST N       , Birmingham, AL, 35212"
="012300201015035000","1022 48TH ST N       , Birmingham, AL, 35212"
="012300201016001000","4829 12TH AVE N       , Birmingham, AL, 35212"
="012300201016008000","1025 48TH ST N       , Birmingham, AL, 35212"
="012300201016009000","1023 48TH ST N       , Birmingham, AL, 35212"
="012300201017001000","4649 11TH AVE N       , Birmingham, AL, 35212"
="012300201017006000","4629 11TH AVE N       , Birmingham, AL, 35212"
="012300201020003000","4429 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300201020004000","4427 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300201020008000","4512 9TH TER N       , Birmingham, AL, 35212"
="012300201022006000","4609 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300201023001000","4740 9TH TER N       , Birmingham, AL, 35212"
="012300201023011000","4744 9TH TER N       , Birmingham, AL, 35212"
="012300201023013000","4729 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300201024004000","4820 9TH TER N       , Birmingham, AL, 35212"
="012300201024006000","4812 9TH TER N       , Birmingham, AL, 35212"
="012300201024008001","4808 9TH TER N       , Birmingham, AL, 35212"
="012300201025002000","4825 9TH TER N       , Birmingham, AL, 35212"
="012300201025003000","4821 9TH TER N       , Birmingham, AL, 35212"
="012300201025004000","4817 9TH TER N       , Birmingham, AL, 35212"
="012300201025009000","959 48TH ST N       , Birmingham, AL, 35212"
="012300201025014000","4918 9TH CT N       , Birmingham, AL, 35212"
="012300201025019000","966 50TH ST N       , Birmingham, AL, 35212"
="012300201027001000","4733 9TH TER N       , Birmingham, AL, 35212"
="012300201027002000","4729 9TH TER N       , Birmingham, AL, 35212"
="012300201027003000","4725 9TH TER N       , Birmingham, AL, 35212"
="012300201027004000","963 47TH PL N       , Birmingham, AL, 35212"
="012300201027005000","961 47TH PL N       , Birmingham, AL, 35212"
="012300201027007000","959 47TH PL N       , Birmingham, AL, 35212"
="012300201027009000","953 47TH PL N       , Birmingham, AL, 35212"
="012300201027010000","951 47TH PL N       , Birmingham, AL, 35212"
="012300201027013000","945 47TH PL N       , Birmingham, AL, 35212"
="012300201028004001","4701 9TH TER N       , Birmingham, AL, 35212"
="012300201028009000","947 47TH ST N       , Birmingham, AL, 35212"
="012300201028019000","956 47TH PL N       , Birmingham, AL, 35212"
="012300201029003000","4535 9TH TER N       , Birmingham, AL, 35212"
="012300201029005000","4527 9TH TER N       , Birmingham, AL, 35212"
="012300201029007000","4517 9TH TER N       , Birmingham, AL, 35212"
="012300201029013001","4633 KINGSTON AVE       , Birmingham, AL, 35212"
="012300202003018000","4309 13TH AVE N       , Birmingham, AL, 35212"
="012300202003027000","1229 44TH ST N       , Birmingham, AL, 35212"
="012300202003029000","1221 44TH ST N       , Birmingham, AL, 35212"
="012300202003038000","4328 11TH AVE N       , Birmingham, AL, 35212"
="012300202003053000","1200 44TH PL N       , Birmingham, AL, 35212"
="012300202003065000","4412 13TH AVE N       , Birmingham, AL, 35212"
="012300202004009000","1305 44TH PL N       , Birmingham, AL, 35212"
="012300202005005000","4433 13TH AVE N       , Birmingham, AL, 35212"
="012300202005024000","1110 45TH ST N       , Birmingham, AL, 35212"
="012300202005028000","1124 45TH ST N       , Birmingham, AL, 35212"
="012300202006012000","4244 12TH CT N       , Birmingham, AL, 35212"
="012300202007006000","1205 42ND PL N       , Birmingham, AL, 35212"
="012300202008012000","1216 44TH ST N       , Birmingham, AL, 35212"
="012300202009002000","4301 12TH AVE N       , Birmingham, AL, 35212"
="012300202009009000","1140 44TH ST N       , Birmingham, AL, 35212"
="012300202010001000","4231 12TH AVE N       , Birmingham, AL, 35212"
="012300202010004000","1145 42ND PL N       , Birmingham, AL, 35212"
="012300202010006000","1131 42ND PL N       , Birmingham, AL, 35212"
="012300202010007000","1129 42ND PL N       , Birmingham, AL, 35212"
="012300202010009000","1123 42ND PL N       , Birmingham, AL, 35212"
="012300202010009001","1121 42ND PL N       , Birmingham, AL, 35212"
="012300202010009002","1122 42ND ALY N       , Birmingham, AL, 35212"
="012300202010010000","1120 11TH CT N       , Birmingham, AL, 35212"
="012300202010011000","1128 42ND ALY N       , Birmingham, AL, 35212"
="012300202010012000","1132 42ND ALY N       , Birmingham, AL, 35212"
="012300202010014000","1124 43RD ST N       , Birmingham, AL, 35212"
="012300202011001000","1014 44TH ST N       , Birmingham, AL, 35212"
="012300202011003000","4325 11TH AVE N       , Birmingham, AL, 35212"
="012300202011007000","4321 11TH CT N       , Birmingham, AL, 35212"
="012300202011008000","4317 11TH CT N       , Birmingham, AL, 35212"
="012300202011009000","4313 11TH CT N       , Birmingham, AL, 35212"
="012300202011011000","4303 11TH CT N       , Birmingham, AL, 35212"
="012300202011022000","4232 11TH AVE N       , Birmingham, AL, 35212"
="012300202011024000","4240 11TH AVE N       , Birmingham, AL, 35212"
="012300202011032000","4300 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300202011034000","4308 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300202011036000","4314 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300202013003000","4456 9TH TER N       , Birmingham, AL, 35212"
="012300202015005000","1023 42ND PL N       , Birmingham, AL, 35212"
="012300203002007000","915 44TH ST N       , Birmingham, AL, 35212"
="012300203002010000","905 44TH ST N       , Birmingham, AL, 35212"
="012300203002011000","901 44TH ST N       , Birmingham, AL, 35212"
="012300203003009000","916 44TH ST N       , Birmingham, AL, 35212"
="012300203003013000","928 44TH ST N       , Birmingham, AL, 35212"
="012300203004002000","4224 9TH AVE N       , Birmingham, AL, 35212"
="012300203004003000","4228 9TH AVE N       , Birmingham, AL, 35212"
="012300203004008000","916 43RD ST N       , Birmingham, AL, 35212"
="012300203005008000","4260 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300203010007000","903 41ST ST N       , Birmingham, AL, 35212"
="012300203010008000","901 41ST ST N       , Birmingham, AL, 35212"
="012300203010015000","816 42ND ST N       , Birmingham, AL, 35212"
="012300203010016000","820 42ND ST N       , Birmingham, AL, 35212"
="012300203010018000","828 42ND ST N       , Birmingham, AL, 35212"
="012300203010019000","832 42ND ST N       , Birmingham, AL, 35212"
="012300203011003000","909 42ND ST N       , Birmingham, AL, 35212"
="012300203011005000","901 42ND ST N       , Birmingham, AL, 35212"
="012300203011007000","825 42ND ST N       , Birmingham, AL, 35212"
="012300203011008000","821 42ND ST N       , Birmingham, AL, 35212"
="012300203011009000","817 42ND ST N       , Birmingham, AL, 35212"
="012300203011022000","836 42ND PL N       , Birmingham, AL, 35212"
="012300203011024000","844 42ND PL N       , Birmingham, AL, 35212"
="012300203011028000","860 42ND PL N       , Birmingham, AL, 35212"
="012300203011030000","900 42ND PL N       , Birmingham, AL, 35212"
="012300203012003000","857 42ND PL N       , Birmingham, AL, 35212"
="012300203012005000","849 42ND PL N       , Birmingham, AL, 35212"
="012300203012006000","845 42ND PL N       , Birmingham, AL, 35212"
="012300203012007000","841 42ND PL N       , Birmingham, AL, 35212"
="012300203012021000","824 43RD ST N       , Birmingham, AL, 35212"
="012300203012022000","828 43RD ST N       , Birmingham, AL, 35212"
="012300203012025000","840 43RD ST N       , Birmingham, AL, 35212"
="012300203012026000","848 43RD ST N       , Birmingham, AL, 35212"
="012300203012027000","852 43RD ST N       , Birmingham, AL, 35212"
="012300203012031000","868 43RD ST N       , Birmingham, AL, 35212"
="012300203012033000","4239 9TH AVE N       , Birmingham, AL, 35212"
="012300203013008000","841 43RD ST N       , Birmingham, AL, 35212"
="012300203013027000","860 44TH ST N       , Birmingham, AL, 35212"
="012300203013028000","864 44TH ST N       , Birmingham, AL, 35212"
="012300203013033000","888 44TH ST N       , Birmingham, AL, 35212"
="012300203013034000","4315 9TH AVE N       , Birmingham, AL, 35212"
="012300203014002000","889 44TH ST N       , Birmingham, AL, 35212"
="012300203014005000","873 44TH ST N       , Birmingham, AL, 35212"
="012300203014010000","856 44TH PL N       , Birmingham, AL, 35212"
="012300203014012000","864 44TH PL N       , Birmingham, AL, 35212"
="012300204001009000","917 48TH ST N       , Birmingham, AL, 35212"
="012300204003004000","4712 9TH CT N       , Birmingham, AL, 35212"
="012300204004005000","925 47TH ST N       , Birmingham, AL, 35212"
="012300204005042000","828 47TH ST N       , Birmingham, AL, 35212"
="012300204005043000","832 47TH ST N       , Birmingham, AL, 35212"
="012300204005044000","836 47TH ST N       , Birmingham, AL, 35212"
="012300204005046000","904 47TH ST N       , Birmingham, AL, 35212"
="012300204005048000","912 47TH ST N       , Birmingham, AL, 35212"
="012300204009014000","805 47TH ST N       , Birmingham, AL, 35212"
="012300204009026000","4714 MESSER AIRPORT HWY       , Birmingham, AL, 35212"
="012300204009040000","844 47TH PL N       , Birmingham, AL, 35212"
="012300204010017000","4724 9TH AVE N       , Birmingham, AL, 35212"
="012300204014018000","824 50TH ST N       , Birmingham, AL, 35212"
="012300204017002000","4601 9TH AVE N       , Birmingham, AL, 35212"
="012300204027025000","210 47TH PL N       , Birmingham, AL, 35212"
="012300204030014000","4928 2ND AVE N       , Birmingham, AL, 35212"
="012300211006011000","208 59TH ST N       , Birmingham, AL, 35212"
="012300211010005000","137 60TH ST N       , Birmingham, AL, 35212"
="012300212001005000","5400 3RD AVE N       , Birmingham, AL, 35212"
="012300212001009000","308 57TH ST N       , Birmingham, AL, 35212"
="012300212011003000","248 54TH ST N       , Birmingham, AL, 35212"
="012300212011005000","240 54TH ST N       , Birmingham, AL, 35212"
="012300212013002000","5319 RICHARD ARRINGTON JR BLVD N     , Birmingham, AL, 35212"
="012300212013012000","967 53RD ST N       , Birmingham, AL, 35212"
="012300212013014000","963 53RD ST N       , Birmingham, AL, 35212"
="012300212014017000","977 52ND PL N       , Birmingham, AL, 35212"
="012300212014023000","963 52ND PL N       , Birmingham, AL, 35212"
="012300212014025000","957 52ND PL N       , Birmingham, AL, 35212"
="012300212014045000","974 53RD ST N       , Birmingham, AL, 35212"
="012300212014046000","976 53RD ST N       , Birmingham, AL, 35212"
="012300212014047000","982 53RD ST N       , Birmingham, AL, 35212"
="012300212015003000","973 52ND ST N       , Birmingham, AL, 35212"
="012300213004018000","928 52ND WAY N       , Birmingham, AL, 35212"
="012300213005012000","5212 9TH AVE N       , Birmingham, AL, 35212"
="012300213008005000","5028 9TH AVE N       , Birmingham, AL, 35212"
="012300214017009000","505 59TH ST S       , Birmingham, AL, 35212"
="012300221018031000","6928 65TH ST S       , Birmingham, AL, 35212"
="012300222003005001","209 66TH ST S       , Birmingham, AL, 35212"
="012300222011001000","6533 1ST AVE S       , Birmingham, AL, 35212"
="012300222025003000","6413 GEORGIA RD       , Birmingham, AL, 35212"
="012300222025004000","6403 GEORGIA RD       , Birmingham, AL, 35212"
="012300222025014000","6205 GEORGIA RD       , Birmingham, AL, 35212"
="012300222025027000","452 64TH PL S       , Birmingham, AL, 35212"
="012300222027001000","6433 TENNESSEE AVE       , Birmingham, AL, 35212"
="012300222027002000","6429 TENNESSEE AVE S       , Birmingham, AL, 35212"
="012300222027004000","6421 TENNESSEE AVE       , Birmingham, AL, 35212"
="012300222027005000","6417 TENNESSEE AVE       , Birmingham, AL, 35212"
="012300222027014000","6408 3RD CT S       , Birmingham, AL, 35212"
="012300222027017000","414 64TH PL S       , Birmingham, AL, 35212"
="012300222027018000","408 64TH PL S       , Birmingham, AL, 35212"
="012300222033010000","332 63RD ST S       , Birmingham, AL, 35212"
="012300222033011000","336 63RD ST S       , Birmingham, AL, 35212"
="012300222035008000","308 62ND ST S       , Birmingham, AL, 35212"
="012300222036009000","216 62ND ST S       , Birmingham, AL, 35212"
="012300222036010000","214 62ND ST S       , Birmingham, AL, 35212"
="012300222036011000","212 62ND ST S       , Birmingham, AL, 35212"
="012300222036012000","208 62ND ST S       , Birmingham, AL, 35212"
="012300222038002000","6330 5TH AVE S       , Birmingham, AL, 35212"
="012300223002011000","549 ANTWERP AVE       , Birmingham, AL, 35212"
="012300223002012000","555 ANTWERP AVE       , Birmingham, AL, 35212"
="012300223003001000","6433 5TH AVE S       , Birmingham, AL, 35212"
="012300223003002000","6429 5TH AVE S       , Birmingham, AL, 35212"
="012300223003003000","6425 5TH AVE S       , Birmingham, AL, 35212"
="012300223003004000","515 64TH PL S       , Birmingham, AL, 35212"
="012300223004001000","6417 5TH AVE S       , Birmingham, AL, 35212"
="012300223004010000","6410 5TH CT S       , Birmingham, AL, 35212"
="012300223010007000","563 62ND ST S       , Birmingham, AL, 35212"
="012300223010019000","542 63RD ST S       , Birmingham, AL, 35212"
="012300223010021000","536 63RD ST S       , Birmingham, AL, 35212"
="012300223012009000","579 64TH ST S       , Birmingham, AL, 35212"
="012300223012010000","585 64TH ST S 585   , Birmingham, AL, 35212"
="012300223012015000","570 64TH PL S       , Birmingham, AL, 35212"
="012300223016001000","559 BRUSSELS AVE       , Birmingham, AL, 35212"
="012300223022003000","617 64TH PL S       , Birmingham, AL, 35212"
="012300223022005000","629510 64TH PL S       , Birmingham, AL, 35212"
="012300223022007000","637 64TH PL S       , Birmingham, AL, 35212"
="012300223022008000","680 ANTWERP AVE       , Birmingham, AL, 35212"
="012300223023002000","613 64TH ST S       , Birmingham, AL, 35212"
="012300223023011000","628 64TH PL S       , Birmingham, AL, 35212"
="012300223023013000","608 64TH PL S       , Birmingham, AL, 35212"
="012300224004004000","6817 OAK ST       , Birmingham, AL, 35212"
="012300224007003000","6833 6TH AVE S       , Birmingham, AL, 35212"
="012300224013007000","720 EXETER AVE       , Birmingham, AL, 35212"
="012300282020012001","4912 3RD AVE S       , Birmingham, AL, 35222"
="012300282035007000","4712 4TH AVE S       , Birmingham, AL, 35222"
="012300282037003000","4715 6TH AVE S       , Birmingham, AL, 35222"
="012300324008010001","3844 MONTCLAIR RD JOINT , Birmingham, AL, 35213"
="012400072005004000","348 OBSERVATORY DR       , Birmingham, AL, 35206"
="012400172002046000","4799 VALLEY DR       , Birmingham, AL, 35210"
="012900014003019000","1756 13TH CT S       , Birmingham, AL, 35205"
="012900014008007000","1707 16TH AVE S       , Birmingham, AL, 35205"
="012900022006008000","312 2ND AVE N       , Birmingham, AL, 35204"
="012900022009012000","332 1ST AVE N       , Birmingham, AL, 35204"
="012900022010011000","410 1ST AVE N       , Birmingham, AL, 35204"
="012900022018003000","341 DIVISION AVE       , Birmingham, AL, 35205"
="012900022018006000","321 DIVISION AVE       , Birmingham, AL, 35205"
="012900022018010000","9 3RD ST S       , Birmingham, AL, 35205"
="012900022018026000","24 OMEGA ST       , Birmingham, AL, 35205"
="012900022020002000","231 DIVISION CT       , Birmingham, AL, 35205"
="012900022020003000","219 DIVISION CT       , Birmingham, AL, 35205"
="012900022020009000","148 POWELL AVE       , Birmingham, AL, 35205"
="012900022021005000","125 POWELL AVE       , Birmingham, AL, 35205"
="012900022021007000","115 POWELL AVE       , Birmingham, AL, 35205"
="012900022021016000","110 KAPPA AVE       , Birmingham, AL, 35205"
="012900022022002000","307 POWELL AVE       , Birmingham, AL, 35205"
="012900022024008000","425 THETA AVE S       , Birmingham, AL, 35205"
="012900022028002000","217 KAPPA AVE       , Birmingham, AL, 35205"
="012900023001005000","329 BETA ST       , Birmingham, AL, 35205"
="012900023004015000","323 OMEGA ST       , Birmingham, AL, 35205"
="012900023004027000","316 DELTA ST       , Birmingham, AL, 35205"
="012900023008002000","204 2ND AVE S       , Birmingham, AL, 35205"
="012900023020017000","408 GAMMA ST S       , Birmingham, AL, 35205"
="012900023031013000","627 OMEGA ST       , Birmingham, AL, 35205"
="012900023031027000","216 8TH AVE S       , Birmingham, AL, 35205"
="012900023031034000","232 8TH AVE S       , Birmingham, AL, 35205"
="012900023031035000","732 DELTA ST       , Birmingham, AL, 35205"
="012900023031036000","728 DELTA ST       , Birmingham, AL, 35205"
="012900023031037000","724 DELTA ST       , Birmingham, AL, 35205"
="012900023031046000","702 DELTA ST       , Birmingham, AL, 35205"
="012900023032001023","624 BETA PL       , Birmingham, AL, 35205"
="012900023036004000","907 BETA ST       , Birmingham, AL, 35205"
="012900031009008000","20 2ND AVE N       , Birmingham, AL, 35204"
="012900031010001000","322 2ND CT N       , Birmingham, AL, 35204"
="012900031010003000","312 2ND CT N       , Birmingham, AL, 35204"
="012900031010004000","308 2ND CT N       , Birmingham, AL, 35204"
="012900031011002000","221 2ND CT N       , Birmingham, AL, 35204"
="012900031011003000","217 2ND CT N       , Birmingham, AL, 35204"
="012900031011005000","209 2ND CT N       , Birmingham, AL, 35204"
="012900031018015000","18 1ST AVE N       , Birmingham, AL, 35204"
="012900031018016000","20 1ST AVE N       , Birmingham, AL, 35204"
="012900031021005000","125 1ST AVE N       , Birmingham, AL, 35204"
="012900031021011000","11 1ST AVE N       , Birmingham, AL, 35204"
="012900031022005000","821 1ST ST SW       , Birmingham, AL, 35211"
="012900031026007000","11 MORRIS AVE       , Birmingham, AL, 35204"
="012900031026014000","34 DIVISION CT       , Birmingham, AL, 35204"
="012900031028010000","105 MORRIS AVE       , Birmingham, AL, 35204"
="012900031028019000","2 1ST PL N       , Birmingham, AL, 35204"
="012900031029010000","5 1ST PL N       , Birmingham, AL, 35204"
="012900031029014001","10 2ND ST N       , Birmingham, AL, 35204"
="012900032016011000","645 ALABAMA AVE SW       , Birmingham, AL, 35211"
="012900032019001000","412 5TH ST SW       , Birmingham, AL, 35211"
="012900032023008000","525 ST CHARLES AVE SW       , Birmingham, AL, 35211"
="012900032023013000","532 PRINCETON AVE SW       , Birmingham, AL, 35211"
="012900032023014000","524 PRINCETON AVE SW       , Birmingham, AL, 35211"
="012900032024001000","512 6TH ST SW       , Birmingham, AL, 35211"
="012900032034021000","424 COTTON AVE SW       , Birmingham, AL, 35211"
="012900032036002000","417 COTTON AVE SW       , Birmingham, AL, 35211"
="012900032036004000","425 COTTON AVE SW       , Birmingham, AL, 35211"
="012900032036005000","501 COTTON AVE SW       , Birmingham, AL, 35211"
="012900034004001001","14 CENTER PL SW       , Birmingham, AL, 35211"
="012900034004003000","10 1ST AVE SW       , Birmingham, AL, 35211"
="012900034004004000","6 1ST AVE SW       , Birmingham, AL, 35211"
="012900034004005000","2 1ST AVE SW       , Birmingham, AL, 35211"
="012900034010004000","112 2ND AVE SW       , Birmingham, AL, 35211"
="012900034010005000","110 2ND AVE SW       , Birmingham, AL, 35211"
="012900034011002000","103 1ST ST SW       , Birmingham, AL, 35211"
="012900034011003000","105 1ST ST SW       , Birmingham, AL, 35211"
="012900034017016000","121 2ND AVE S       , Birmingham, AL, 35211"
="012900034017017000","144 3RD AVE SW       , Birmingham, AL, 35211"
="012900034017023000","106 3RD AVE SW       , Birmingham, AL, 35211"
="012900034019019000","124 4TH AVE SW       , Birmingham, AL, 35211"
="012900034024013000","401 GOLDWIRE ST       , Birmingham, AL, 35211"
="012900034024016000","413 GOLDWIRE CIR SW       , Birmingham, AL, 35211"
="012900034024021000","156 5TH AVE SW       , Birmingham, AL, 35211"
="012900041002009000","804 4TH AVE W       , Birmingham, AL, 35204"
="012900041008004000","911 4TH AVE W       , Birmingham, AL, 35204"
="012900041019012000","200 9TH ST SW       , Birmingham, AL, 35211"
="012900042001014000","1200 4TH AVE W       , Birmingham, AL, 35208"
="012900042012004000","1211 4TH AVE W       , Birmingham, AL, 35208"
="012900042021012000","200 15TH ST W       , Birmingham, AL, 35208"
="012900042026002000","1305 2ND AVE W       , Birmingham, AL, 35208"
="012900042026003000","1307 2ND AVE W       , Birmingham, AL, 35208"
="012900042026018000","126 13TH ST W       , Birmingham, AL, 35208"
="012900042035004000","1315 1ST CT W       , Birmingham, AL, 35208"
="012900042035010000","1324 1ST AVE W       , Birmingham, AL, 35208"
="012900042035012000","1316 1ST AVE W       , Birmingham, AL, 35208"
="012900042036004000","1213 1ST CT W       , Birmingham, AL, 35208"
="012900043015002000","1231 MONROE AVE SW       , Birmingham, AL, 35211"
="012900043017024000","330 14TH ST SW       , Birmingham, AL, 35211"
="012900043021002000","1605 ALABAMA AVE SW       , Birmingham, AL, 35211"
="012900043022013000","201 16TH ST SW       , Birmingham, AL, 35211"
="012900043022026000","408 15TH ST SW       , Birmingham, AL, 35211"
="012900043026002000","1513 FULTON AVE       , Birmingham, AL, 35211"
="012900043026003000","512 15TH ST SW       , Birmingham, AL, 35211"
="012900044005010000","831 11TH ST SW       , Birmingham, AL, 35211"
="012900044013002000","1113 WOODLAND AVE SW       , Birmingham, AL, 35211"
="012900044014003000","1117 ALABAMA AVE SW       , Birmingham, AL, 35211"
="012900044018006000","1125 COTTON AVE SW       , Birmingham, AL, 35211"
="012900044018022000","1108 MCMILLON AVE SW       , Birmingham, AL, 35211"
="012900044023015000","1220 TUSCALOOSA AVE SW       , Birmingham, AL, 35211"
="012900044026014000","325 13TH ST SW       , Birmingham, AL, 35211"
="012900051017006000","2809 25TH ST W       , Birmingham, AL, 35208"
="012900051020036000","3000 FAYETTE AVE       , Birmingham, AL, 35208"
="012900051022003000","2709 29TH PL W       , Birmingham, AL, 35208"
="012900051023008000","2921 AVENUE Z       , Birmingham, AL, 35208"
="012900051036005000","2909 31ST ST W       , Birmingham, AL, 35208"
="012900052003001000","2012 22ND ST       , Birmingham, AL, 35218"
="012900052006005000","2349 22ND ST W       , Birmingham, AL, 35208"
="012900052006007000","2341 22ND ST W       , Birmingham, AL, 35208"
="012900052006030000","2352 23RD ST W       , Birmingham, AL, 35208"
="012900052007010000","2509 23RD ST W       , Birmingham, AL, 35208"
="012900052008007000","2353 23RD ST W       , Birmingham, AL, 35208"
="012900052009013000","2333 23RD ST W       , Birmingham, AL, 35208"
="012900052009022000","2117 PIKE RD       , Birmingham, AL, 35208"
="012900052014008000","2517 24TH ST W       , Birmingham, AL, 35208"
="012900052020023000","2200 28TH ST W       , Birmingham, AL, 35208"
="012900052026016000","2434 30TH ST W       , Birmingham, AL, 35208"
="012900053002004000","2417 30TH ST W       , Birmingham, AL, 35208"
="012900053004009000","3005 AVENUE V       , Birmingham, AL, 35208"
="012900053017013000","3007 PRINCE AVE       , Birmingham, AL, 35208"
="012900053017015000","3011 PRINCE AVE       , Birmingham, AL, 35208"
="012900053017018000","3017 PRINCE AVE       , Birmingham, AL, 35208"
="012900053017019000","3019 PRINCE AVE       , Birmingham, AL, 35208"
="012900053018020000","3020 PRINCE AVE       , Birmingham, AL, 35208"
="012900053035002000","2145 46TH PL W       , Birmingham, AL, 35208"
="012900054010008000","1842 MADISON AVE SW       , Birmingham, AL, 35208"
="012900061013005000","1849 PIKE RD       , Birmingham, AL, 35218"
="012900061021003000","1513 27TH ST       , Birmingham, AL, 35218"
="012900062004003000","2215 AVENUE I       , Birmingham, AL, 35218"
="012900062012006000","2423 AVENUE G       , Birmingham, AL, 35218"
="012900062032008000","2718 AVENUE H       , Birmingham, AL, 35218"
="012900062040010000","1446 27TH ST       , Birmingham, AL, 35218"
="012900063001020000","1430 30TH ST       , Birmingham, AL, 35218"
="012900063018011000","1405 31ST ST       , Birmingham, AL, 35218"
="012900063033008000","1102 40TH ST       , Birmingham, AL, 35218"
="012900064014018000","1620 33RD ST       , Birmingham, AL, 35208"
="012900064016013000","1808 33RD ST       , Birmingham, AL, 35208"
="012900071022008000","1515 44TH ST       , Birmingham, AL, 35208"
="012900071024010000","4620 AVENUE Q       , Birmingham, AL, 35208"
="012900071026001000","1853 47TH ST       , Birmingham, AL, 35208"
="012900071027016000","4732 COURT R       , Birmingham, AL, 35208"
