Filters:



"Parcel ID","Address"
="012200292030013000","222 AVENUE T       , Birmingham, AL, 35214"
="012200292030018000","729 2ND ST       , Birmingham, AL, 35214"
="012200292031002000","721 3RD ST       , Birmingham, AL, 35214"
="012200292031003000","715 3RD ST       , Birmingham, AL, 35214"
="012200292031006000","705 3RD ST       , Birmingham, AL, 35214"
="012200292031007000","701 3RD ST       , Birmingham, AL, 35214"
="012200292031008000","303 AVENUE G       , Birmingham, AL, 35214"
="012200292031016000","724 CARLINE AVE       , Birmingham, AL, 35214"
="012200292031017000","726 CARLINE AVE       , Birmingham, AL, 35214"
="012200292033001000","300 AVENUE U       , Birmingham, AL, 35214"
="012200292034001000","913 3RD ST       , Birmingham, AL, 35214"
="012200292034018001","335 AVENUE U       , Birmingham, AL, 35214"
="012200292034021000","341 AVENUE U       , Birmingham, AL, 35214"
="012200293007009000","536 AVENUE U       , Birmingham, AL, 35214"
="012200293013010000","1305 6TH PL       , Birmingham, AL, 35214"
="012200293026001000","821 6TH PL       , Birmingham, AL, 35214"
="012200301004001000","317 AVENUE E       , Birmingham, AL, 35214"
="012200301004013000","304 AVENUE F       , Birmingham, AL, 35214"
="012200301005001000","613 3RD ST       , Birmingham, AL, 35214"
="012200301005002000","611 3RD ST       , Birmingham, AL, 35214"
="012200301005004000","303 AVENUE F       , Birmingham, AL, 35214"
="012200301005005000","307 AVENUE F       , Birmingham, AL, 35214"
="012200301005006000","311 AVENUE F       , Birmingham, AL, 35214"
="012200301005007000","315 AVENUE F       , Birmingham, AL, 35214"
="012200301005015000","312 COURT F       , Birmingham, AL, 35214"
="012200301006001000","633 3RD ST       , Birmingham, AL, 35214"
="012200301006002000","629 3RD ST       , Birmingham, AL, 35214"
="012200301006004000","621 3RD ST       , Birmingham, AL, 35214"
="012200301006005000","617 3RD ST       , Birmingham, AL, 35214"
="012200301006009000","514 SHORT ST       , Birmingham, AL, 35214"
="012200301006032000","304 AVENUE G       , Birmingham, AL, 35214"
="012200301006033000","302 AVENUE G       , Birmingham, AL, 35214"
="012200301006034000","300 AVENUE G       , Birmingham, AL, 35214"
="012200301016005000","411 AVENUE D       , Birmingham, AL, 35214"
="012200301016008000","408 5TH ST       , Birmingham, AL, 35214"
="012200302002002000","204 DALLAS ST       , Birmingham, AL, 35214"
="012200302004007000","234 COFFEE ST       , Birmingham, AL, 35214"
="012200302004012000","37 EUTAW AVE       , Birmingham, AL, 35214"
="012200302004015000","36 EUTAW AVE       , Birmingham, AL, 35214"
="012200302004016000","40 EUTAW AVE       , Birmingham, AL, 35214"
="012200302004018000","48 EUTAW AVE       , Birmingham, AL, 35214"
="012200302004025000","107 HELENA AVE       , Birmingham, AL, 35214"
="012200302004026000","101 HELENA AVE       , Birmingham, AL, 35214"
="012200302004028000","93 HELENA AVE       , Birmingham, AL, 35214"
="012200302004031000","409 GREEN ST       , Birmingham, AL, 35214"
="012200302004033000","102 HELENA AVE       , Birmingham, AL, 35214"
="012200302004035000","104 HELENA AVE       , Birmingham, AL, 35214"
="012200302004038000","116 HELENA AVE       , Birmingham, AL, 35214"
="012200302004040000","132 HELENA AVE       , Birmingham, AL, 35214"
="012200302004041000","122 HELENA AVE       , Birmingham, AL, 35214"
="012200302004045000","421 GREEN ST       , Birmingham, AL, 35214"
="012200302004046000","433 BLOUNT ST       , Birmingham, AL, 35214"
="012200302005001000","434 BLOUNT ST       , Birmingham, AL, 35214"
="012200302006001000","441 BLOUNT ST       , Birmingham, AL, 35214"
="012200302008003000","112 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302008006000","124 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302009003000","121 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302009004000","125 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302009005000","133 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302009009000","153 HOLLEY AVE       , Birmingham, AL, 35214"
="012200302009013000","432 BIBB ST       , Birmingham, AL, 35214"
="012200302009032000","409 BLOUNTS CT       , Birmingham, AL, 35214"
="012200302009033000","411 BLOUNTS CT       , Birmingham, AL, 35214"
="012200302010001000","104 CORDOVA AVE       , Birmingham, AL, 35214"
="012200302010002000","501 DORA AVE       , Birmingham, AL, 35214"
="012200302010005000","116 CORDOVA AVE       , Birmingham, AL, 35214"
="012200302010007000","520 DORA AVE       , Birmingham, AL, 35214"
="012200302010008000","205 DALLAS ST       , Birmingham, AL, 35214"
="012200302010009000","215 DALLAS ST       , Birmingham, AL, 35214"
="012200302010011000","208 COFFEE ST       , Birmingham, AL, 35214"
="012200302011006000","237 COFFEE ST       , Birmingham, AL, 35214"
="012200302011009000","228 BUTLER ST       , Birmingham, AL, 35214"
="012200302011011000","220 BUTLER ST       , Birmingham, AL, 35214"
="012200302011013000","212 BUTLER ST       , Birmingham, AL, 35214"
="012200302011015000","204 BUTLER ST       , Birmingham, AL, 35214"
="012200302012001000","213 BUTLER ST       , Birmingham, AL, 35214"
="012200302012006000","232 BIBB ST       , Birmingham, AL, 35214"
="012200302013002000","205 BUTLER ST       , Birmingham, AL, 35214"
="012200304005001000","329 5TH ST       , Birmingham, AL, 35214"
="012200304005006000","315 5TH ST       , Birmingham, AL, 35214"
="012200304038002001","736 AVENUE F       , Birmingham, AL, 35214"
="012200304038004000","722 AVENUE F       , Birmingham, AL, 35214"
="012200304040010000","728 AVENUE H       , Birmingham, AL, 35214"
="012200304040011000","724 AVENUE H       , Birmingham, AL, 35214"
="012200304045012000","802 AVENUE F       , Birmingham, AL, 35218"
="012200304049003000","928 AVENUE E       , Birmingham, AL, 35214"
="012200304049004000","924 AVENUE E       , Birmingham, AL, 35214"
="012200304050001000","901 AVENUE E       , Birmingham, AL, 35214"
="012200311001009000","831 AVENUE H       , Birmingham, AL, 35214"
="012200311003003000","928 AVENUE F       , Birmingham, AL, 35218"
="012200311010001000","1031 AVENUE M       , Birmingham, AL, 35214"
="012200311014001000","1001 AVENUE F       , Birmingham, AL, 35214"
="012200311028006000","605 12TH ST W       , Birmingham, AL, 35218"
="012200311028007000","601 12TH ST       , Birmingham, AL, 35218"
="012200311030010000","816 13TH ST       , Birmingham, AL, 35218"
="012200311041005000","1307 AVENUE H       , Birmingham, AL, 35218"
="012200312007018000","1402 AVENUE F       , Birmingham, AL, 35218"
="012200313044007000","812 22ND ST       , Birmingham, AL, 35218"
="012200313054008000","817 22ND ST       , Birmingham, AL, 35218"
="012200314003004000","1272 AVENUE L       , Birmingham, AL, 35218"
="012200314007003000","1309 AVENUE L       , Birmingham, AL, 35218"
="012200314007004000","1311 AVENUE L       , Birmingham, AL, 35218"
="012200314012026000","1852 18TH ST       , Birmingham, AL, 35218"
="012200314012027000","1854 18TH ST       , Birmingham, AL, 35218"
="012200314015011000","1410 AVENUE K       , Birmingham, AL, 35218"
="012200314034033000","1830 19TH ST       , Birmingham, AL, 35218"
="012200322009022001","2212 10TH PL       , Birmingham, AL, 35214"
="012200323001005000","2522 15TH ST W       , Birmingham, AL, 35208"
="012200323001009000","2508 15TH ST       , Birmingham, AL, 35208"
="012200323035002000","2525 PIKE RD       , Birmingham, AL, 35208"
="012200324001003000","3002 15TH ST W       , Birmingham, AL, 35208"
="012200324001010000","3038 15TH ST W       , Birmingham, AL, 35208"
="012200324003003000","2812 PIKE RD       , Birmingham, AL, 35208"
="012200324007003000","2615 15TH ST       , Birmingham, AL, 35208"
="012200324011010000","3116 17TH ST       , Birmingham, AL, 35208"
="012200324014005000","2801 PIKE RD       , Birmingham, AL, 35208"
="012200324016001000","2722 PIKE RD       , Birmingham, AL, 35208"
="012200324017002000","2647 16TH ST       , Birmingham, AL, 35208"
="012200324017004000","2626 17TH ST       , Birmingham, AL, 35208"
="012200324017005000","2630 17TH ST       , Birmingham, AL, 35208"
="012200324018001000","2637 17TH ST       , Birmingham, AL, 35208"
="012200324018002000","2633 17TH ST       , Birmingham, AL, 35208"
="012200324020004000","2645 PIKE RD       , Birmingham, AL, 35208"
="012200324020005000","2643 PIKE AVE       , Birmingham, AL, 35208"
="012200324020020000","2730 17TH ST       , Birmingham, AL, 35208"
="012200324021001000","2753 17TH ST       , Birmingham, AL, 35208"
="012200324021001001","2757 17TH ST       , Birmingham, AL, 35208"
="012200324021002000","2741 17TH ST       , Birmingham, AL, 35208"
="012200324021014000","2712 BUSH BLVD       , Birmingham, AL, 35208"
="012200331007004000","730 10TH AVE W       , Birmingham, AL, 35204"
="012200333004023000","1604 8TH AVE W       , Birmingham, AL, 35208"
="012200333004024000","1600 8TH AVE W       , Birmingham, AL, 35208"
="012200333005015000","1557 GRAYMONT AVE W       , Birmingham, AL, 35208"
="012200333005016000","1561 GRAYMONT AVE W       , Birmingham, AL, 35208"
="012200333007008000","1633 8TH AVE W       , Birmingham, AL, 35208"
="012200333013011001","1259 GRAYMONT AVE W       , Birmingham, AL, 35208"
="012200333017010000","472 17TH ST       , Birmingham, AL, 35208"
="012200333022010000","1214 4TH TER W       , Birmingham, AL, 35208"
="012200333024010000","1322 4TH CT W       , Birmingham, AL, 35208"
="012200334004005000","724 6TH AVE W       , Birmingham, AL, 35204"
="012200334006004000","929 8TH AVE W       , Birmingham, AL, 35204"
="012200334006008000","932 6TH AVE W       , Birmingham, AL, 35204"
="012200334009007000","1220 GRAYMONT AVE W       , Birmingham, AL, 35208"
="012200334011021000","930 GRAYMONT AVE W       , Birmingham, AL, 35204"
="012200334016018000","918 4TH TER W       , Birmingham, AL, 35204"
="012200334017002000","525 12TH ST W       , Birmingham, AL, 35204"
="012200334021026000","1028 4TH CT W       , Birmingham, AL, 35204"
="012200334021035000","932 4TH CT W       , Birmingham, AL, 35204"
="012200334026014000","1015 4TH CT W       , Birmingham, AL, 35204"
="012200341002001000","216 11TH AVE N       , Birmingham, AL, 35204"
="012200341008001000","6 10TH CT N       , Birmingham, AL, 35204"
="012200341008007000","22 10TH CT N       , Birmingham, AL, 35204"
="012200341008008000","1032 1ST ST N       , Birmingham, AL, 35204"
="012200341012002000","115 10TH CT N       , Birmingham, AL, 35204"
="012200341012007000","1019 1ST ST N       , Birmingham, AL, 35204"
="012200341020009000","970 1ST ST N       , Birmingham, AL, 35204"
="012200341021005000","115 10TH AVE N       , Birmingham, AL, 35204"
="012200341021006000","109 10TH AVE N       , Birmingham, AL, 35204"
="012200341021007000","107 10TH ST N       , Birmingham, AL, 35204"
="012200341021009000","101 10TH ST N       , Birmingham, AL, 35204"
="012200341021017000","963 SHORT 1ST ST N       , Birmingham, AL, 35204"
="012200341021019000","120 9TH CT N       , Birmingham, AL, 35204"
="012200341021024000","964 2ND ST N       , Birmingham, AL, 35204"
="012200341021029000","121 9TH CT N       , Birmingham, AL, 35204"
="012200341021031000","115 9TH CT N       , Birmingham, AL, 35204"
="012200341021033000","971 SHORT 1ST ST N       , Birmingham, AL, 35204"
="012200341021035000","116 9TH CT N       , Birmingham, AL, 35204"
="012200341022015000","966 3RD ST N       , Birmingham, AL, 35204"
="012200341022016000","968 3RD ST N       , Birmingham, AL, 35204"
="012200342005044000","1032 6TH ST W       , Birmingham, AL, 35204"
="012200342010011000","1022 3RD ST W       , Birmingham, AL, 35204"
="012200342025005000","227 9TH CT W       , Birmingham, AL, 35204"
="012200343010006000","821 7TH ST W       , Birmingham, AL, 35204"
="012200343018010000","600 7TH ST W       , Birmingham, AL, 35204"
="012200343018013000","612 7TH ST W       , Birmingham, AL, 35204"
="012200343019006000","721 6TH AVE W       , Birmingham, AL, 35204"
="012200343020003000","709 GRAYMONT AVE W       , Birmingham, AL, 35204"
="012200343021015000","432 6TH ST W       , Birmingham, AL, 35204"
="012200343029013000","528 4TH AVE W       , Birmingham, AL, 35204"
="012200343030009000","624 4TH AVE W       , Birmingham, AL, 35204"
="012200344002017000","218 6TH AVE N       , Birmingham, AL, 35204"
="012200344002018000","220 6TH AVE N       , Birmingham, AL, 35204"
="012200344002024000","614 3RD ST N       , Birmingham, AL, 35204"
="012200344004011000","615 CENTER ST N       , Birmingham, AL, 35204"
="012200344004012000","613 CENTER ST N       , Birmingham, AL, 35204"
="012200344018003001","209 GRAYMONT AVE N       , Birmingham, AL, 35204"
="012200344018005000","473 2ND ST N       , Birmingham, AL, 35204"
="012200344018006000","467 2ND ST N       , Birmingham, AL, 35204"
="012200344018008000","461 2ND ST N       , Birmingham, AL, 35204"
="012200344018009000","459 2ND ST N       , Birmingham, AL, 35204"
="012200344019004000","123 GRAYMONT AVE N       , Birmingham, AL, 35204"
="012200344019015700","116 4TH TER, Birmingham, AL, 35204"
="012200344019021000","464 2ND ST N       , Birmingham, AL, 35204"
="012200344023013000","116 4TH CT N       , Birmingham, AL, 35204"
="012200344029012000","36 4TH AVE N       , Birmingham, AL, 35204"
="012200351022002000","1001 13TH ST N       , Birmingham, AL, 35203"
="012200352002003000","1011 12TH ST N       , Birmingham, AL, 35203"
="012200352002005000","1009 12TH ST N       , Birmingham, AL, 35203"
="012200352002011000","1004 13TH ST N       , Birmingham, AL, 35203"
="012200352003004000","1023 11TH PL N       , Birmingham, AL, 35204"
="012200352003005001","1021 11TH PL N       , Birmingham, AL, 35204"
="012200352003006000","1015 11TH PL N       , Birmingham, AL, 35204"
="012200352003007000","1013 11TH PL N       , Birmingham, AL, 35204"
="012200352003008000","1007 11TH PL N       , Birmingham, AL, 35204"
="012200352003013000","1010 12TH ST N       , Birmingham, AL, 35204"
="012200352003014000","1016 12TH ST N       , Birmingham, AL, 35204"
="012200352003015000","1018 12TH ST N       , Birmingham, AL, 35204"
="012200352012004000","408 10TH CT N       , Birmingham, AL, 35204"
="012200352012005000","412 10TH CT N       , Birmingham, AL, 35204"
="012200352012006000","1024 5TH ST N       , Birmingham, AL, 35204"
="012200352012013000","1050 5TH ST N       , Birmingham, AL, 35204"
="012200352013002000","517 10TH CT N       , Birmingham, AL, 35204"
="012200352013006000","1013 5TH PL N       , Birmingham, AL, 35204"
="012200352013021000","1035 5TH ST N       , Birmingham, AL, 35204"
="012200352013026000","1000 5TH PL N       , Birmingham, AL, 35204"
="012200352013030000","1008 6TH ST N       , Birmingham, AL, 35204"
="012200352016005000","313 10TH CT N       , Birmingham, AL, 35204"
="012200352019002000","521 10TH AVE N       , Birmingham, AL, 35204"
="012200352022001000","912 9TH AVE       , Birmingham, AL, 35204"
="012200352022007000","928 9TH AVE N       , Birmingham, AL, 35204"
="012200352022009000","902 10TH ST N       , Birmingham, AL, 35204"
="012200352022011000","910 10TH ST N       , Birmingham, AL, 35204"
="012200352022014000","922 10TH ST N       , Birmingham, AL, 35204"
="012200352027004000","806 10TH ST N       , Birmingham, AL, 35204"
="012200352027006000","816 10TH ST N       , Birmingham, AL, 35204"
="012200353007004000","509 REV ABRAHAM WOODS JR BLVD       , Birmingham, AL, 35204"
="012200353007005000","631 5TH ST N       , Birmingham, AL, 35204"
="012200353007013000","512 6TH AVE N       , Birmingham, AL, 35204"
="012200353007022000","517 8TH ALY N       , Birmingham, AL, 35204"
="012200353007023000","513 8TH ALY N       , Birmingham, AL, 35204"
="012200353007027000","620 6TH ST N       , Birmingham, AL, 35204"
="012200353008003000","613 4TH ST N       , Birmingham, AL, 35204"
="012200353008010000","416 6TH AVE N       , Birmingham, AL, 35204"
="012200353008012000","422 6TH AVE N       , Birmingham, AL, 35204"
="012200353009007000","324 6TH AVE N       , Birmingham, AL, 35204"
="012200353009008000","600 4TH ST N       , Birmingham, AL, 35204"
="012200353010008000","331 6TH AVE N       , Birmingham, AL, 35204"
="012200353011005000","401 6TH AVE N       , Birmingham, AL, 35204"
="012200353012002000","525 6TH AVE N       , Birmingham, AL, 35204"
="012200353012005000","509 6TH AVE N       , Birmingham, AL, 35204"
="012200353021013000","508 4TH TER N       , Birmingham, AL, 35204"
="012200353021015000","516 4TH TER N       , Birmingham, AL, 35204"
="012200353021016000","518 4TH TER N       , Birmingham, AL, 35204"
="012200353024004000","315 4TH TER N       , Birmingham, AL, 35204"
="012200353025001000","430 5TH ST N       , Birmingham, AL, 35204"
="012200353025018000","418 4TH CT N       , Birmingham, AL, 35204"
="012200353026008000","507 4TH TER N       , Birmingham, AL, 35204"
="012200353034001000","522 4TH CT N       , Birmingham, AL, 35204"
="012200353034002000","518 4TH CT N       , Birmingham, AL, 35204"
="012200353035005000","517 4TH CT N       , Birmingham, AL, 35204"
="012200353035014000","416 6TH ST N       , Birmingham, AL, 35204"
="012200353037001000","421 4TH CT N       , Birmingham, AL, 35204"
="012200353041004000","509 4TH AVE N       , Birmingham, AL, 35204"
="012300021001032000","120 93RD ST N       , Birmingham, AL, 35206"
="012300021004002000","209 96TH ST N       , Birmingham, AL, 35206"
="012300021005006000","113 96TH ST N       , Birmingham, AL, 35206"
="012300022005020000","9020 BELVOIR DR       , Birmingham, AL, 35206"
="012300022007013000","9005 BELCREST DR       , Birmingham, AL, 35206"
="012300032003011000","1538 TARRANT HUFFMAN RD       , Birmingham, AL, 35217"
="012300032012015000","9007 17TH AVE N       , Birmingham, AL, 35206"
="012300034002005000","8901 8TH CT N       , Birmingham, AL, 35206"
="012300073004016000","4500 38TH ST N       , Birmingham, AL, 35207"
="012300073005007000","3713 45TH AVE N       , Birmingham, AL, 35207"
="012300073005007001","3717 45TH AVE N       , Birmingham, AL, 35207"
="012300073005015000","3720 44TH AVE N       , Birmingham, AL, 35207"
="012300073010034000","3668 42ND AVE N       , Birmingham, AL, 35207"
="012300073011001000","3557 43RD AVE N       , Birmingham, AL, 35207"
="012300073011002000","3553 43RD AVE N       , Birmingham, AL, 35207"
="012300073011032000","3572 42ND AVE N       , Birmingham, AL, 35207"
="012300074002011000","4301 HARMON ST       , Birmingham, AL, 35217"
="012300074004005000","4325 PULASKI ST       , Birmingham, AL, 35217"
="012300074004006000","4317 PULASKI ST       , Birmingham, AL, 35217"
="012300074004012000","4306 HARMON ST       , Birmingham, AL, 35217"
="012300074004018000","4328 HARMON ST       , Birmingham, AL, 35217"
="012300074007006000","4317 GREENWOOD ST       , Birmingham, AL, 35217"
="012300074007012000","4308 PULASKI ST       , Birmingham, AL, 35217"
="012300074007016000","4324 PULASKI ST       , Birmingham, AL, 35217"
="012300074007017000","4328 PULASKI ST       , Birmingham, AL, 35217"
="012300074007018000","4330 PULASKI ST       , Birmingham, AL, 35217"
="012300074011015000","4320 GREENWOOD ST       , Birmingham, AL, 35217"
="012300074012021000","4228 GREENWOOD ST       , Birmingham, AL, 35217"
="012300074016001000","4253 INGLENOOK ST       , Birmingham, AL, 35217"
="012300074016021000","4232 JACKSON ST       , Birmingham, AL, 35217"
="012300074017009000","4317 INGLENOOK ST       , Birmingham, AL, 35217"
="012300074017011000","4304 JACKSON ST       , Birmingham, AL, 35217"
="012300074031004000","4317 GADSDEN ST       , Birmingham, AL, 35217"
="012300082021004000","5013 43RD ST N       , Birmingham, AL, 35217"
="012300083003011000","4701 41ST ST N       , Birmingham, AL, 35217"
="012300083004002000","4740 40TH PL N       , Birmingham, AL, 35217"
="012300083014008000","4205 46TH AVE N       , Birmingham, AL, 35217"
="012300083015002000","4325 46TH AVE N       , Birmingham, AL, 35217"
="012300083022008000","4300 40TH PL N       , Birmingham, AL, 35217"
="012300083023005000","4013 44TH AVE N       , Birmingham, AL, 35217"
="012300083025013000","4105 43RD AVE N       , Birmingham, AL, 35217"
="012300083025020000","4015 43RD AVE N       , Birmingham, AL, 35217"
="012300084002004000","4406 45TH AVE N       , Birmingham, AL, 35217"
="012300084002006000","4408 45TH AVE N       , Birmingham, AL, 35217"
="012300084005001000","4517 44TH AVE N       , Birmingham, AL, 35217"
="012300084005016000","4518 43RD AVE N       , Birmingham, AL, 35217"
="012300101013005000","8219 5TH AVE N       , Birmingham, AL, 35206"
="012300101022018000","8116 6TH AVE N       , Birmingham, AL, 35206"
="012300101022022000","8126 6TH AVE N       , Birmingham, AL, 35206"
="012300101025008000","8036 5TH AVE N       , Birmingham, AL, 35206"
="012300103023001000","4347 69TH ST N       , Birmingham, AL, 35206"
="012300104002016000","415 80TH ST N       , Birmingham, AL, 35206"
="012300104011006000","7819 6TH AVE N       , Birmingham, AL, 35206"
="012300104011010000","7801 6TH AVE N       , Birmingham, AL, 35206"
="012300104015006000","7701 6TH AVE N       , Birmingham, AL, 35206"
="012300104016009000","7710 4TH AVE N       , Birmingham, AL, 35206"
="012300104022008000","7804 DIVISION AVE       , Birmingham, AL, 35206"
="012300111009002000","8526 1ST AVE S       , Birmingham, AL, 35206"
="012300111010024000","319 4TH AVE S       , Birmingham, AL, 35206"
="012300111016006000","8627 4TH AVE S       , Birmingham, AL, 35206"
="012300111017006000","228 86TH PL S       , Birmingham, AL, 35206"
="012300111021007000","612 86TH ST S       , Birmingham, AL, 35206"
="012300111031002000","8333 3RD AVE S       , Birmingham, AL, 35206"
="012300111031008000","8332 4TH AVE S       , Birmingham, AL, 35206"
="012300112020002003","8327 2ND AVE S       , Birmingham, AL, 35206"
="012300113008001000","108 82ND ST S       , Birmingham, AL, 35206"
="012300113008027000","8152 2ND AVE S       , Birmingham, AL, 35206"
="012300113009020000","8124 3RD AVE S       , Birmingham, AL, 35206"
="012300113010018000","8110 4TH AVE S       , Birmingham, AL, 35206"
="012300113014008000","8017 4TH AVE S       , Birmingham, AL, 35206"
="012300113019001000","8012 DIVISION AVE       , Birmingham, AL, 35206"
="012300113019002000","8016 DIVISION AVE       , Birmingham, AL, 35206"
="012300113019003000","8020 DIVISION AVE       , Birmingham, AL, 35206"
="012300113019005002","8024 DIVISION AVE       , Birmingham, AL, 35206"
="012300113025005000","7915 4TH AVE S       , Birmingham, AL, 35206"
="012300113029012000","11 78TH ST S       , Birmingham, AL, 35206"
="012300113029022000","7840 1ST AVE S       , Birmingham, AL, 35206"
="012300113030003000","7808 DIVISION AVE       , Birmingham, AL, 35206"
="012300114004014000","629 84TH ST S       , Birmingham, AL, 35206"
="012300114006012000","707 83RD PL S       , Birmingham, AL, 35206"
="012300114006013000","711 83RD PL S       , Birmingham, AL, 35206"
="012300114006016000","717 83RD PL S       , Birmingham, AL, 35206"
="012300114006021000","741 83RD PL S       , Birmingham, AL, 35206"
="012300114007002000","632 84TH ST S       , Birmingham, AL, 35206"
="012300114007007000","612 84TH ST S       , Birmingham, AL, 35206"
="012300114007010000","600 84TH ST S       , Birmingham, AL, 35206"
="012300114007017000","629 83RD PL S       , Birmingham, AL, 35206"
="012300114008007000","501 83RD PL S       , Birmingham, AL, 35206"
="012300114008008000","505 83RD PL S       , Birmingham, AL, 35206"
="012300114008011000","517 83RD PL S       , Birmingham, AL, 35206"
="012300114009011000","8308 5TH AVE S       , Birmingham, AL, 35206"
="012300114009012000","8312 5TH AVE S       , Birmingham, AL, 35206"
="012300114011022000","8328 VASSAR AVE       , Birmingham, AL, 35206"
="012300114012004000","628 83RD PL S       , Birmingham, AL, 35206"
="012300114012020000","8318 7TH AVE S       , Birmingham, AL, 35206"
="012300114013001000","8339 7TH AVE S       , Birmingham, AL, 35206"
="012300114014009000","745 83RD ST S       , Birmingham, AL, 35206"
="012300114014010001","8308 7TH TER S       , Birmingham, AL, 35206"
="012300114019003000","766 82ND PL S       , Birmingham, AL, 35206"
="012300114020002000","746 83RD ST S       , Birmingham, AL, 35206"
="012300114020005001","728 83RD ST S       , Birmingham, AL, 35206"
="012300114020005002","724 83RD ST S       , Birmingham, AL, 35206"
="012300114020008000","8255 VASSAR AVE       , Birmingham, AL, 35206"
="012300114021010000","8240 VASSAR AVE       , Birmingham, AL, 35206"
="012300114021014000","8256 VASSAR AVE       , Birmingham, AL, 35206"
="012300114028008000","8131 RUGBY AVE       , Birmingham, AL, 35206"
="012300114028009000","749 82ND ST S       , Birmingham, AL, 35206"
="012300114028010000","8208 VASSAR AVE       , Birmingham, AL, 35206"
="012300114032005000","744 81ST PL S       , Birmingham, AL, 35206"
="012300114032011000","761 81ST ST S 988289, Birmingham, AL, 35206"
="012300114034009000","510 81ST ST S       , Birmingham, AL, 35206"
="012300114038010000","512 80TH PL S       , Birmingham, AL, 35206"
="012300121008013000","530 LA RUE ST       , Birmingham, AL, 35206"
="012300121017003000","8951 NEWPORT AVE       , Birmingham, AL, 35206"
="012300123004010000","729 84TH PL S       , Birmingham, AL, 35206"
="012300123009011000","8320 13TH AVE S       , Birmingham, AL, 35206"
="012300141006004000","764 80TH PL S       , Birmingham, AL, 35206"
="012300141011008000","7947 RUGBY AVE       , Birmingham, AL, 35206"
="012300141017009000","7907 RUGBY AVE       , Birmingham, AL, 35206"
="012300142005007000","7808 3RD AVE S       , Birmingham, AL, 35206"
="012300142006018000","7836 4TH AVE S       , Birmingham, AL, 35206"
="012300142015001000","7777 4TH AVE S       , Birmingham, AL, 35206"
="012300142023011000","612 77TH WAY S       , Birmingham, AL, 35206"
="012300142024004000","617 77TH ST S       , Birmingham, AL, 35206"
="012300142030015000","7624 6TH AVE S       , Birmingham, AL, 35206"
="012300142036009000","7501 3RD AVE S       , Birmingham, AL, 35206"
="012300143001001000","754 76TH ST S       , Birmingham, AL, 35206"
="012300143001002000","750 76TH ST S       , Birmingham, AL, 35206"
="012300143001034000","7322 OPORTO AVE       , Birmingham, AL, 35206"
="012300143001046000","7393 OPORTO AVE       , Birmingham, AL, 35206"
="012300143001047000","7402 OPORTO AVE       , Birmingham, AL, 35206"
="012300143002002000","7417 OPORTO MADRID BLVD S       , Birmingham, AL, 35206"
="012300143002005000","7405 OPORTO MADRID BLVD S       , Birmingham, AL, 35206"
="012300143002006000","7401 OPORTO MADRID BLVD S       , Birmingham, AL, 35206"
="012300143008009000","7428 5TH AVE S       , Birmingham, AL, 35206"
="012300143018006000","7225 NAPLES AVE       , Birmingham, AL, 35206"
="012300143019001000","7233 OPORTO MADRID BLVD S       , Birmingham, AL, 35206"
="012300143019002000","7221 OPORTO MADRID BLVD S       , Birmingham, AL, 35206"
="012300143019019000","7250 NAPLES AVE       , Birmingham, AL, 35206"
="012300143019020000","924 73RD ST S       , Birmingham, AL, 35206"
="012300144002004000","7706 8TH TER S       , Birmingham, AL, 35206"
="012300144005002000","7438 PARIS AVE       , Birmingham, AL, 35206"
="012300144005003000","7436 PARIS AVE       , Birmingham, AL, 35206"
="012300144013019000","7336 QUEENSTOWN AVE       , Birmingham, AL, 35206"
="012300144014002000","7340 PARIS AVE       , Birmingham, AL, 35206"
="012300151005007000","7604 2ND AVE N       , Birmingham, AL, 35206"
="012300151017014000","7424 3RD AVE N       , Birmingham, AL, 35206"
="012300151017016000","7432 3RD AVE N       , Birmingham, AL, 35206"
="012300151021013000","7422 1ST AVE S       , Birmingham, AL, 35206"
="012300151030010000","203 73RD ST N       , Birmingham, AL, 35206"
="012300151031001000","7320 3RD AVE N       , Birmingham, AL, 35206"
="012300151035004000","7225 DIVISION AVE       , Birmingham, AL, 35206"
="012300151036003000","110 73RD ST S       , Birmingham, AL, 35206"
="012300152013007000","309 73RD ST N       , Birmingham, AL, 35206"
="012300152021007000","117 71ST ST N       , Birmingham, AL, 35206"
="012300152026001000","6825 5TH TER N       , Birmingham, AL, 35206"
="012300153011001000","233 68TH ST N       , Birmingham, AL, 35206"
="012300153011009000","205 68TH ST N       , Birmingham, AL, 35206"
="012300153011026000","204 68TH PL N       , Birmingham, AL, 35206"
="012300153011028000","212 68TH PL N       , Birmingham, AL, 35206"
="012300153013011000","6808 1ST AVE S       , Birmingham, AL, 35212"
="012300153014001000","6825 1ST AVE S       , Birmingham, AL, 35212"
="012300153015007000","6709 2ND AVE S       , Birmingham, AL, 35212"
="012300153020006000","209 67TH PL N       , Birmingham, AL, 35206"
="012300153020017000","114 68TH ST N       , Birmingham, AL, 35206"
="012300153022006000","6620 4TH CT N       , Birmingham, AL, 35206"
="012300153028010000","131 66TH PL N       , Birmingham, AL, 35206"
="012300153029003000","224 66TH PL N       , Birmingham, AL, 35206"
